system:index,Npp,Npp_QC,author_yr,max_year,min_year,year,.geo
2006_01_01_00000000000000000078,609.0,40.0,Larter and Nagy 1997,1994,1993,2006.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2006_01_01_00000000000000000079,609.0,40.0,Larter and Nagy 1997,1994,1993,2006.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2006_01_01_0000000000000000007a,609.0,40.0,Larter and Nagy 1997,1994,1993,2006.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2006_01_01_0000000000000000007b,609.0,40.0,Larter and Nagy 1997,1994,1993,2006.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2006_01_01_0000000000000000007c,609.0,40.0,Larter and Nagy 1997,1994,1993,2006.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2006_01_01_00000000000000000045,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_00000000000000000046,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_00000000000000000047,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_00000000000000000048,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_00000000000000000049,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004a,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004b,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004c,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004d,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004e,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000004f,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_00000000000000000050,1111.0,55.0,Larter and Nagy 2004,1998,1993,2006.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2006_01_01_0000000000000000006f,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000070,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000071,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000072,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000073,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000074,,,Sormo et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2006_01_01_00000000000000000093,,,Mathiesen et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-20.99999817907071,69.00000038709096]}"
2006_01_01_00000000000000000094,,,Mathiesen et al 1999,,1994,2006.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2006_01_01_00000000000000000051,,,Mathiesen et al 2000,1996,1995,2006.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2006_01_01_00000000000000000052,,,Mathiesen et al 2000,1996,1995,2006.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2006_01_01_00000000000000000053,,,Mathiesen et al 2000,1996,1995,2006.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2006_01_01_00000000000000000054,,,Mathiesen et al 2000,1996,1995,2006.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2006_01_01_00000000000000000008,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000009,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000a,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000b,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000c,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000d,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000e,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000000f,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000010,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000011,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000012,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000013,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000014,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000015,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000016,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000017,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000018,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000019,1843.0,27.0,Finstand and Kielland 2011,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000032,3069.0,38.0,Ihl 2010,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[162.99999988043785,66.99999992349836]}"
2006_01_01_00000000000000000033,1843.0,27.0,Ihl 2010,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000034,1843.0,27.0,Ihl and Klein 2001,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_00000000000000000035,1843.0,27.0,Ihl and Klein 2001,1997,1996,2006.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2006_01_01_0000000000000000001a,3820.0,45.0,Fischer and Gates 2005,2000,1999,2006.0,"{""type"":""Point"",""coordinates"":[136.99999831283512,62.000000994067406]}"
2006_01_01_00000000000000000001,,,Bjorkvoll et al 2009,2002,1999,2006.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2006_01_01_00000000000000000002,,,Bjorkvoll et al 2009,2002,1999,2006.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2006_01_01_00000000000000000003,,,Bjorkvoll et al 2009,2002,1999,2006.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2006_01_01_00000000000000000060,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_00000000000000000063,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_00000000000000000064,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_00000000000000000066,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_00000000000000000068,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_0000000000000000006a,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_0000000000000000006c,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_0000000000000000006e,928.0,27.0,Schaefer et al. 2016,2009,2000,2006.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2006_01_01_00000000000000000040,647.0,43.0,Kazmin et al 2011,2007,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_00000000000000000041,647.0,43.0,Kazmin et al 2011,2007,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_00000000000000000042,647.0,43.0,Kazmin et al 2011,2007,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_0000000000000000005b,647.0,43.0,Rozenfield et al 2012,2009,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_0000000000000000005c,647.0,43.0,Rozenfield et al 2012,2009,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_0000000000000000005d,647.0,43.0,Rozenfield et al 2012,2009,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_0000000000000000005e,647.0,43.0,Rozenfield et al 2012,2009,2004,2006.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2006_01_01_0000000000000000008e,,,Bezard et al 2015,2008,2005,2006.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2006_01_01_0000000000000000008f,,,Bezard et al 2015,2008,2005,2006.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2006_01_01_00000000000000000090,,,Bezard et al 2015,2008,2005,2006.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2006_01_01_00000000000000000091,,,Bezard et al 2015,2008,2005,2006.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2006_01_01_00000000000000000092,,,Bezard et al 2015,2008,2005,2006.0,"{""type"":""Point"",""coordinates"":[-26.38000170027633,69.48000031998914]}"
2006_01_01_0000000000000000001b,1606.0,46.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_0000000000000000001c,1606.0,46.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_0000000000000000001d,1606.0,46.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_0000000000000000001e,2025.0,32.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2006_01_01_0000000000000000001f,2025.0,32.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2006_01_01_00000000000000000020,2025.0,32.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2006_01_01_00000000000000000021,1686.0,39.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2006_01_01_00000000000000000022,1686.0,39.0,Gustine et al. 2012,2008,2006,2006.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2006_01_01_00000000000000000025,1606.0,46.0,Gustine et al. 2014,2009,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_00000000000000000026,1606.0,46.0,Gustine et al. 2014,2009,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_00000000000000000027,1606.0,46.0,Gustine et al. 2014,2009,2006,2006.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2006_01_01_00000000000000000028,1686.0,39.0,Gustine et al. 2014,2009,2006,2006.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2006_01_01_00000000000000000029,1686.0,39.0,Gustine et al. 2014,2009,2006,2006.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
